"Time","ID","Category","Group","Event","Msg. Type","Priority","Ether Type","Src. MAC","Src. Vendor","Src. Int.","Src. Zone","Dst. MAC","Dst. Vendor","Dst. Int.","Dst. Zone","Src. IP","Src. Port","Src. Name","Src.NAT IP","Src.NAT Port","In SPI","Dst. IP","Dst. Port","Dst. Name","Dst.NAT IP","Dst.NAT Port","Out SPI","IP Protocol","ICMP Type","ICMP Code","RX Bytes","TX Bytes","Access Rule","NAT Policy","User Name","Session Time","Session Type","IDP Rule","IDP Priority","HTTP OP","URL","VPN Policy","HTTP Result","Block Cat","Application","FW Action","DPI","Notes","Message","HTTP Referer"
"10/15/2025 14:00:51","82","Security Services","Attacks","Port Scan Possible","Standard Note String","Alert","2048","BC:9B:68:94:CB:C7","VANTIVA USA LLC","X1","WAN","2C:B8:ED:C3:93:21","SONICWALL","X1","WAN","73.125.241.251","27930","","","","","50.199.205.205","38992","","","","","udp","","","52","","","44","","","","","","","","","","","General UDP","NA","","Pkt is dropped. UDP scanned port list, 38994, 38997, 38995, 38993, 38996","Possible port scan detected",""
"10/15/2025 14:00:51","83","Security Services","Attacks","Port Scan Probable","Standard Note String","Alert","2048","BC:9B:68:94:CB:C7","VANTIVA USA LLC","X1","WAN","2C:B8:ED:C3:93:21","SONICWALL","X1","WAN","73.125.241.251","25141","","","","","50.199.205.205","46247","","","","","udp","","","52","","","44","","","","","","","","","","","General UDP","NA","","Pkt is dropped. UDP scanned port list, 38994, 38997, 38995, 38993, 38996, 38992, 38991, 46248, 46245, 46247","Probable port scan detected",""
"10/15/2025 14:02:06","82","Security Services","Attacks","Port Scan Possible","Standard Note String","Alert","2048","BC:9B:68:94:CB:C7","VANTIVA USA LLC","X1","WAN","2C:B8:ED:C3:93:21","SONICWALL","X1","WAN","71.234.106.44","16952","","","","","50.199.205.205","18410","","","","","udp","","","52","","","44","","","","","","","","","","","General UDP","NA","","Pkt is dropped. UDP scanned port list, 61852, 61853, 18404, 61850, 18405","Possible port scan detected",""
"10/15/2025 14:02:06","83","Security Services","Attacks","Port Scan Probable","Standard Note String","Alert","2048","BC:9B:68:94:CB:C7","VANTIVA USA LLC","X1","WAN","2C:B8:ED:C3:93:21","SONICWALL","X1","WAN","71.234.106.44","16952","","","","","50.199.205.205","18409","","","","","udp","","","52","","","44","","","","","","","","","","","General UDP","NA","","Pkt is dropped. UDP scanned port list, 61852, 61853, 18404, 61850, 18405, 18410, 61849, 61851, 61855, 18409","Probable port scan detected",""
"10/15/2025 14:03:35","82","Security Services","Attacks","Port Scan Possible","Standard Note String","Alert","2048","BC:9B:68:94:CB:C7","VANTIVA USA LLC","X1","WAN","2C:B8:ED:C3:93:21","SONICWALL","X1","WAN","73.125.241.251","20929","","","","","50.199.205.205","33456","","","","","udp","","","52","","","44","","","","","","","","","","","General UDP","NA","","Pkt is dropped. UDP scanned port list, 40713, 33453, 33455, 33454, 33458","Possible port scan detected",""
"10/15/2025 14:03:35","83","Security Services","Attacks","Port Scan Probable","Standard Note String","Alert","2048","BC:9B:68:94:CB:C7","VANTIVA USA LLC","X1","WAN","2C:B8:ED:C3:93:21","SONICWALL","X1","WAN","73.125.241.251","13090","","","","","50.199.205.205","11540","","","","","udp","","","52","","","44","","","","","","","","","","","General UDP","NA","","Pkt is dropped. UDP scanned port list, 40713, 33453, 33455, 33454, 33458, 33456, 33457, 33452, 11542, 11540","Probable port scan detected",""
"10/15/2025 14:22:40","82","Security Services","Attacks","Port Scan Possible","Standard Note String","Alert","2048","BC:9B:68:94:CB:C7","VANTIVA USA LLC","X1","WAN","2C:B8:ED:C3:93:21","SONICWALL","X1","WAN","71.234.106.44","22564","","","","","50.199.205.205","17647","","","","","udp","","","52","","","44","","","","","","","","","","","General UDP","NA","","Pkt is dropped. UDP scanned port list, 17643, 17642, 17645, 17644, 17648","Possible port scan detected",""
"10/15/2025 14:22:40","83","Security Services","Attacks","Port Scan Probable","Standard Note String","Alert","2048","BC:9B:68:94:CB:C7","VANTIVA USA LLC","X1","WAN","2C:B8:ED:C3:93:21","SONICWALL","X1","WAN","71.234.106.44","22564","","","","","50.199.205.205","38912","","","","","udp","","","52","","","44","","","","","","","","","","","General UDP","NA","","Pkt is dropped. UDP scanned port list, 17643, 17642, 17645, 17644, 17648, 17647, 17646, 38913, 38918, 38912","Probable port scan detected",""
"10/15/2025 14:38:24","1369","Firewall Settings","Flood Protection","Possible TCP Flood","Standard Message String","Alert","2048","BC:9B:68:94:CB:C7","VANTIVA USA LLC","X1","WAN","2C:B8:ED:C3:93:21","SONICWALL","X1","WAN","23.218.218.152","443","","","","","50.199.205.205","37762","","","","","tcp","","","1500","","","","","","","","","","","","","","","NA","","","Possible TCP Flood on IF X1 - src: 23.218.218.152:443 dst: 50.199.205.205:37762",""
"10/15/2025 14:38:25","1371","Firewall Settings","Flood Protection","Possible TCP Flood Continues","Simple Message String","Warning","2048","BC:9B:68:94:CB:C7","VANTIVA USA LLC","X1","WAN","2C:B8:ED:C3:93:21","SONICWALL","","","45.162.179.201","80","","","","","50.199.205.205","26200","","","","","tcp","","","52","","","","","","","","","","","","","","","NA","","","Possible TCP Flood on IF X1 - src: 45.162.179.201:80 dst: 50.199.205.205:26200 - rate: 1384/sec continues",""
"10/15/2025 14:38:26","1370","Firewall Settings","Flood Protection","Possible TCP Flood Ceased","Standard Message String","Alert","2048","BC:9B:68:94:CB:C7","VANTIVA USA LLC","X1","WAN","2C:B8:ED:C3:93:21","SONICWALL","","","45.162.179.124","443","","","","","50.199.205.205","47245","","","","","tcp","","","52","","","","","","","","","","","","","","","NA","","","Possible TCP Flood on IF X1 - from machine xx:xx:68:94:cb:c7 with TCP packet rate of 1/sec has ceased",""
"10/15/2025 14:39:42","1371","Firewall Settings","Flood Protection","Possible TCP Flood Continues","Simple Message String","Warning","2048","BC:9B:68:94:CB:C7","VANTIVA USA LLC","X1","WAN","2C:B8:ED:C3:93:21","SONICWALL","","","45.162.178.56","30448","","","","","50.199.205.205","80","","","","","tcp","","","52","","","","","","","","","","","","","","","NA","","","Possible TCP Flood on IF X1 - src: 45.162.178.56:30448 dst: 50.199.205.205:80 - rate: 2235/sec continues",""
"10/15/2025 14:44:57","82","Security Services","Attacks","Port Scan Possible","Standard Note String","Alert","2048","BC:9B:68:94:CB:C7","VANTIVA USA LLC","X1","WAN","2C:B8:ED:C3:93:21","SONICWALL","X1","WAN","172.105.83.236","443","","","","","50.199.205.205","4400","","","","","tcp","","","46","","","","","","","","","","","","","","","NA","","Pkt is dropped. TCP scanned port list, 6577, 50902, 8206, 1227, 17851","Possible port scan detected",""
"10/15/2025 14:55:57","82","Security Services","Attacks","Port Scan Possible","Standard Note String","Alert","2048","BC:9B:68:94:CB:C7","VANTIVA USA LLC","X1","WAN","2C:B8:ED:C3:93:21","SONICWALL","X1","WAN","3.208.212.8","443","","","","","50.199.205.205","49374","","","","","tcp","","","46","","","","","","","","","","","","","","","NA","","Pkt is dropped. TCP scanned port list, 23460, 19248, 13261, 28759, 23717","Possible port scan detected",""
"10/15/2025 15:06:47","82","Security Services","Attacks","Port Scan Possible","Standard Note String","Alert","2048","BC:9B:68:94:CB:C7","VANTIVA USA LLC","X1","WAN","2C:B8:ED:C3:93:21","SONICWALL","X1","WAN","168.197.17.107","443","","","","","50.199.205.205","15497","","","","","tcp","","","52","","","44","","","","","","","","","","","General HTTPS","NA","","Pkt is dropped. TCP scanned port list, 20940, 7014, 47463, 7578, 35597","Possible port scan detected",""
"10/15/2025 16:30:09","82","Security Services","Attacks","Port Scan Possible","Standard Note String","Alert","2048","BC:9B:68:94:CB:C7","VANTIVA USA LLC","X1","WAN","2C:B8:ED:C3:93:21","SONICWALL","X1","WAN","177.38.137.107","443","","","","","50.199.205.205","44571","","","","","tcp","","","52","","","44","","","","","","","","","","","General HTTPS","NA","","Pkt is dropped. TCP scanned port list, 52730, 3698, 8242, 36618, 624","Possible port scan detected",""
"10/15/2025 16:35:46","82","Security Services","Attacks","Port Scan Possible","Standard Note String","Alert","2048","BC:9B:68:94:CB:C7","VANTIVA USA LLC","X1","WAN","2C:B8:ED:C3:93:21","SONICWALL","X1","WAN","177.38.138.121","80","","","","","50.199.205.205","21797","","","","","tcp","","","52","","","44","","","","","","","","","","","General HTTP","NA","","Pkt is dropped. TCP scanned port list, 8408, 5677, 51665, 50458, 8703","Possible port scan detected",""
"10/15/2025 16:40:04","82","Security Services","Attacks","Port Scan Possible","Standard Note String","Alert","2048","BC:9B:68:94:CB:C7","VANTIVA USA LLC","X1","WAN","2C:B8:ED:C3:93:21","SONICWALL","X1","WAN","23.23.162.204","443","","","","","50.199.205.205","7159","","","","","tcp","","","46","","","","","","","","","","","","","","","NA","","Pkt is dropped. TCP scanned port list, 53698, 23804, 35380, 33267, 7627","Possible port scan detected",""
"10/15/2025 17:05:32","82","Security Services","Attacks","Port Scan Possible","Standard Note String","Alert","2048","BC:9B:68:94:CB:C7","VANTIVA USA LLC","X1","WAN","2C:B8:ED:C3:93:21","SONICWALL","X1","WAN","71.234.106.44","16577","","","","","50.199.205.205","35607","","","","","udp","","","52","","","44","","","","","","","","","","","General UDP","NA","","Pkt is dropped. UDP scanned port list, 40635, 40632, 40637, 40636, 40633","Possible port scan detected",""
"10/15/2025 17:05:32","83","Security Services","Attacks","Port Scan Probable","Standard Note String","Alert","2048","BC:9B:68:94:CB:C7","VANTIVA USA LLC","X1","WAN","2C:B8:ED:C3:93:21","SONICWALL","X1","WAN","71.234.106.44","16577","","","","","50.199.205.205","35604","","","","","udp","","","52","","","44","","","","","","","","","","","General UDP","NA","","Pkt is dropped. UDP scanned port list, 40635, 40632, 40637, 40636, 40633, 35607, 35608, 35606, 35605, 35604","Probable port scan detected",""
"10/15/2025 17:30:35","82","Security Services","Attacks","Port Scan Possible","Standard Note String","Alert","2048","BC:9B:68:94:CB:C7","VANTIVA USA LLC","X1","WAN","2C:B8:ED:C3:93:21","SONICWALL","X1","WAN","69.147.92.12","443","","","","","50.199.205.205","25780","","","","","tcp","","","46","","","","","","","","","","","","","","","NA","","Pkt is dropped. TCP scanned port list, 47002, 53517, 64662, 21219, 6868","Possible port scan detected",""
"10/15/2025 20:48:58","23","Security Services","Attacks","IP Spoof Detected","Standard Note Ethernet Network","Alert","2048","10:0D:7F:B9:D3:22","NETGEAR","X0","LAN","2C:B8:ED:C3:93:20","SONICWALL","X1","WAN","192.168.0.239","64516","","","","","208.67.222.222","443","","","","","udp","","","46","","","","","","","","","","","","","","","drop","","","IP spoof dropped",""
"10/16/2025 04:36:32","465","VPN","VPN PKI","PKI Certificate Expire","Standard Message String","Warning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","Certificate UCC2425 has  expired","PKI Failure: Certificate expiration",""
"10/16/2025 05:36:14","1369","Firewall Settings","Flood Protection","Possible TCP Flood","Standard Message String","Alert","2048","BC:9B:68:94:CB:C7","VANTIVA USA LLC","X1","WAN","2C:B8:ED:C3:93:21","SONICWALL","X1","WAN","184.25.148.209","443","","","","","50.199.205.205","58459","","","","","tcp","","","1500","","","","","","","","","","","","","","","NA","","","Possible TCP Flood on IF X1 - src: 184.25.148.209:443 dst: 50.199.205.205:58459",""
"10/16/2025 05:36:15","1371","Firewall Settings","Flood Protection","Possible TCP Flood Continues","Simple Message String","Warning","2048","BC:9B:68:94:CB:C7","VANTIVA USA LLC","X1","WAN","2C:B8:ED:C3:93:21","SONICWALL","","","208.67.222.222","443","","","","","50.199.205.205","57840","","","","","tcp","","","46","","","","","","","","","","","","","","","NA","","","Possible TCP Flood on IF X1 - src: 208.67.222.222:443 dst: 50.199.205.205:57840 - rate: 1502/sec continues",""
"10/16/2025 05:36:16","1370","Firewall Settings","Flood Protection","Possible TCP Flood Ceased","Standard Message String","Alert","2048","BC:9B:68:94:CB:C7","VANTIVA USA LLC","X1","WAN","2C:B8:ED:C3:93:21","SONICWALL","","","18.204.165.5","443","","","","","50.199.205.205","2728","","","","","tcp","","","46","","","","","","","","","","","","","","","NA","","","Possible TCP Flood on IF X1 - from machine xx:xx:68:94:cb:c7 with TCP packet rate of 1/sec has ceased",""
"10/16/2025 07:05:16","82","Security Services","Attacks","Port Scan Possible","Standard Note String","Alert","2048","BC:9B:68:94:CB:C7","VANTIVA USA LLC","X1","WAN","2C:B8:ED:C3:93:21","SONICWALL","X1","WAN","3.220.11.142","443","","","","","50.199.205.205","58880","","","","","tcp","","","46","","","","","","","","","","","","","","","NA","","Pkt is dropped. TCP scanned port list, 55779, 23151, 59216, 50811, 61014","Possible port scan detected",""
"10/16/2025 07:05:16","83","Security Services","Attacks","Port Scan Probable","Standard Note String","Alert","2048","BC:9B:68:94:CB:C7","VANTIVA USA LLC","X1","WAN","2C:B8:ED:C3:93:21","SONICWALL","X1","WAN","3.220.11.142","443","","","","","50.199.205.205","47061","","","","","tcp","","","46","","","","","","","","","","","","","","","NA","","Pkt is dropped. TCP scanned port list, 55779, 23151, 59216, 50811, 61014, 58880, 27826, 22973, 8975, 47061","Probable port scan detected",""
"10/16/2025 07:53:00","1369","Firewall Settings","Flood Protection","Possible TCP Flood","Standard Message String","Alert","2048","BC:9B:68:94:CB:C7","VANTIVA USA LLC","X1","WAN","2C:B8:ED:C3:93:21","SONICWALL","X1","WAN","23.221.241.87","443","","","","","50.199.205.205","23641","","","","","tcp","","","1500","","","","","","","","","","","","","","","NA","","","Possible TCP Flood on IF X1 - src: 23.221.241.87:443 dst: 50.199.205.205:23641",""
"10/16/2025 07:53:01","1371","Firewall Settings","Flood Protection","Possible TCP Flood Continues","Simple Message String","Warning","2048","BC:9B:68:94:CB:C7","VANTIVA USA LLC","X1","WAN","2C:B8:ED:C3:93:21","SONICWALL","","","20.165.94.63","443","","","","","50.199.205.205","62987","","","","","tcp","","","46","","","","","","","","","","","","","","","NA","","","Possible TCP Flood on IF X1 - src: 20.165.94.63:443 dst: 50.199.205.205:62987 - rate: 473/sec continues",""
"10/16/2025 07:53:02","1370","Firewall Settings","Flood Protection","Possible TCP Flood Ceased","Standard Message String","Alert","2048","BC:9B:68:94:CB:C7","VANTIVA USA LLC","X1","WAN","2C:B8:ED:C3:93:21","SONICWALL","","","23.213.158.69","443","","","","","50.199.205.205","57999","","","","","tcp","","","46","","","","","","","","","","","","","","","NA","","","Possible TCP Flood on IF X1 - from machine xx:xx:68:94:cb:c7 with TCP packet rate of 1/sec has ceased",""
"10/16/2025 08:11:32","82","Security Services","Attacks","Port Scan Possible","Standard Note String","Alert","2048","BC:9B:68:94:CB:C7","VANTIVA USA LLC","X1","WAN","2C:B8:ED:C3:93:21","SONICWALL","X1","WAN","73.253.131.154","20385","","","","","50.199.205.205","41380","","","","","udp","","","52","","","44","","","","","","","","","","","General UDP","NA","","Pkt is dropped. UDP scanned port list, 41377, 41378, 41379, 41383, 41382","Possible port scan detected",""
"10/16/2025 08:11:32","83","Security Services","Attacks","Port Scan Probable","Standard Note String","Alert","2048","BC:9B:68:94:CB:C7","VANTIVA USA LLC","X1","WAN","2C:B8:ED:C3:93:21","SONICWALL","X1","WAN","73.253.131.154","20385","","","","","50.199.205.205","12565","","","","","udp","","","52","","","44","","","","","","","","","","","General UDP","NA","","Pkt is dropped. UDP scanned port list, 41377, 41378, 41379, 41383, 41382, 41380, 41381, 12562, 12567, 12565","Probable port scan detected",""
"10/16/2025 08:16:16","82","Security Services","Attacks","Port Scan Possible","Standard Note String","Alert","2048","BC:9B:68:94:CB:C7","VANTIVA USA LLC","X1","WAN","2C:B8:ED:C3:93:21","SONICWALL","X1","WAN","73.253.131.154","17960","","","","","50.199.205.205","48102","","","","","udp","","","52","","","44","","","","","","","","","","","General UDP","NA","","Pkt is dropped. UDP scanned port list, 48105, 48106, 48104, 48103, 48107","Possible port scan detected",""
"10/16/2025 08:16:16","83","Security Services","Attacks","Port Scan Probable","Standard Note String","Alert","2048","BC:9B:68:94:CB:C7","VANTIVA USA LLC","X1","WAN","2C:B8:ED:C3:93:21","SONICWALL","X1","WAN","73.253.131.154","17960","","","","","50.199.205.205","18966","","","","","udp","","","52","","","44","","","","","","","","","","","General UDP","NA","","Pkt is dropped. UDP scanned port list, 48105, 48106, 48104, 48103, 48107, 48102, 18970, 48108, 18968, 18966","Probable port scan detected",""
"10/16/2025 08:18:32","82","Security Services","Attacks","Port Scan Possible","Standard Note String","Alert","2048","BC:9B:68:94:CB:C7","VANTIVA USA LLC","X1","WAN","2C:B8:ED:C3:93:21","SONICWALL","X1","WAN","73.253.131.154","29303","","","","","50.199.205.205","57641","","","","","udp","","","52","","","44","","","","","","","","","","","General UDP","NA","","Pkt is dropped. UDP scanned port list, 57640, 57643, 57645, 57642, 57644","Possible port scan detected",""
"10/16/2025 08:18:32","83","Security Services","Attacks","Port Scan Probable","Standard Note String","Alert","2048","BC:9B:68:94:CB:C7","VANTIVA USA LLC","X1","WAN","2C:B8:ED:C3:93:21","SONICWALL","X1","WAN","73.253.131.154","29303","","","","","50.199.205.205","26171","","","","","udp","","","52","","","44","","","","","","","","","","","General UDP","NA","","Pkt is dropped. UDP scanned port list, 57640, 57643, 57645, 57642, 57644, 57641, 57646, 26166, 26167, 26171","Probable port scan detected",""
"10/16/2025 08:29:36","82","Security Services","Attacks","Port Scan Possible","Standard Note String","Alert","2048","BC:9B:68:94:CB:C7","VANTIVA USA LLC","X1","WAN","2C:B8:ED:C3:93:21","SONICWALL","X1","WAN","179.49.185.107","80","","","","","50.199.205.205","31814","","","","","tcp","","","52","","","44","","","","","","","","","","","General HTTP","NA","","Pkt is dropped. TCP scanned port list, 8814, 45484, 41480, 21754, 31460","Possible port scan detected",""
"10/16/2025 08:31:08","82","Security Services","Attacks","Port Scan Possible","Standard Note String","Alert","2048","BC:9B:68:94:CB:C7","VANTIVA USA LLC","X1","WAN","2C:B8:ED:C3:93:21","SONICWALL","X1","WAN","179.49.185.215","443","","","","","50.199.205.205","19147","","","","","tcp","","","52","","","44","","","","","","","","","","","General HTTPS","NA","","Pkt is dropped. TCP scanned port list, 43069, 25133, 64182, 35345, 55662","Possible port scan detected",""
"10/16/2025 08:37:48","1369","Firewall Settings","Flood Protection","Possible TCP Flood","Standard Message String","Alert","2048","BC:9B:68:94:CB:C7","VANTIVA USA LLC","X1","WAN","2C:B8:ED:C3:93:21","SONICWALL","X1","WAN","23.40.60.59","443","","","","","50.199.205.205","39615","","","","","tcp","","","1500","","","","","","","","","","","","","","","NA","","","Possible TCP Flood on IF X1 - src: 23.40.60.59:443 dst: 50.199.205.205:39615",""
"10/16/2025 08:37:48","1371","Firewall Settings","Flood Protection","Possible TCP Flood Continues","Simple Message String","Warning","2048","BC:9B:68:94:CB:C7","VANTIVA USA LLC","X1","WAN","2C:B8:ED:C3:93:21","SONICWALL","","","179.49.184.41","443","","","","","50.199.205.205","9679","","","","","tcp","","","52","","","","","","","","","","","","","","","NA","","","Possible TCP Flood on IF X1 - src: 179.49.184.41:443 dst: 50.199.205.205:9679 - rate: 542/sec continues",""
"10/16/2025 08:37:49","1370","Firewall Settings","Flood Protection","Possible TCP Flood Ceased","Standard Message String","Alert","2048","BC:9B:68:94:CB:C7","VANTIVA USA LLC","X1","WAN","2C:B8:ED:C3:93:21","SONICWALL","","","179.49.187.162","80","","","","","50.199.205.205","42202","","","","","tcp","","","52","","","","","","","","","","","","","","","NA","","","Possible TCP Flood on IF X1 - from machine xx:xx:68:94:cb:c7 with TCP packet rate of 1/sec has ceased",""
"10/16/2025 08:39:44","1371","Firewall Settings","Flood Protection","Possible TCP Flood Continues","Simple Message String","Warning","2048","BC:9B:68:94:CB:C7","VANTIVA USA LLC","X1","WAN","2C:B8:ED:C3:93:21","SONICWALL","","","179.49.184.230","443","","","","","50.199.205.205","14089","","","","","tcp","","","52","","","","","","","","","","","","","","","NA","","","Possible TCP Flood on IF X1 - src: 179.49.184.230:443 dst: 50.199.205.205:14089 - rate: 385/sec continues",""
"10/16/2025 08:41:07","1371","Firewall Settings","Flood Protection","Possible TCP Flood Continues","Simple Message String","Warning","2048","BC:9B:68:94:CB:C7","VANTIVA USA LLC","X1","WAN","2C:B8:ED:C3:93:21","SONICWALL","","","179.49.185.217","15263","","","","","50.199.205.205","443","","","","","tcp","","","52","","","","","","","","","","","","","","","NA","","","Possible TCP Flood on IF X1 - src: 179.49.185.217:15263 dst: 50.199.205.205:443 - rate: 333/sec continues",""
"10/16/2025 08:42:28","1371","Firewall Settings","Flood Protection","Possible TCP Flood Continues","Simple Message String","Warning","2048","BC:9B:68:94:CB:C7","VANTIVA USA LLC","X1","WAN","2C:B8:ED:C3:93:21","SONICWALL","","","40.99.185.37","35746","","","","","50.199.205.205","443","","","","","tcp","","","46","","","","","","","","","","","","","","","NA","","","Possible TCP Flood on IF X1 - src: 40.99.185.37:35746 dst: 50.199.205.205:443 - rate: 341/sec continues",""
"10/16/2025 08:43:53","1369","Firewall Settings","Flood Protection","Possible TCP Flood","Standard Message String","Alert","2048","BC:9B:68:94:CB:C7","VANTIVA USA LLC","X1","WAN","2C:B8:ED:C3:93:21","SONICWALL","X1","WAN","23.40.60.59","443","","","","","50.199.205.205","64199","","","","","tcp","","","1500","","","","","","","","","","","","","","","NA","","","Possible TCP Flood on IF X1 - src: 23.40.60.59:443 dst: 50.199.205.205:64199",""
"10/16/2025 08:43:54","1371","Firewall Settings","Flood Protection","Possible TCP Flood Continues","Simple Message String","Warning","2048","BC:9B:68:94:CB:C7","VANTIVA USA LLC","X1","WAN","2C:B8:ED:C3:93:21","SONICWALL","X1","WAN","23.40.60.59","443","","","","","50.199.205.205","56718","","","","","tcp","","","1500","","","","","","","","","","","","","","","NA","","","Possible TCP Flood on IF X1 - src: 23.40.60.59:443 dst: 50.199.205.205:56718 - rate: 381/sec continues",""
"10/16/2025 08:43:57","1370","Firewall Settings","Flood Protection","Possible TCP Flood Ceased","Standard Message String","Alert","2048","BC:9B:68:94:CB:C7","VANTIVA USA LLC","X1","WAN","2C:B8:ED:C3:93:21","SONICWALL","","","179.49.187.29","50843","","","","","50.199.205.205","443","","","","","tcp","","","52","","","","","","","","","","","","","","","NA","","","Possible TCP Flood on IF X1 - from machine xx:xx:68:94:cb:c7 with TCP packet rate of 1/sec has ceased",""
